openings
A00 Polish (Sokolsky) opening1. b4
"A00 Polish, Tuebingen variation1. b4 Nh6"
"A00 Polish, Outflank variation1. b4 c6"
A00 Benko's opening1. g3
A00 Lasker simul special1. g3 h5
"A00 Benko's opening, reversed Alekhine1. g3 e5 2. Nf3"
A00 Grob's attack1. g4
"A00 Grob, spike attack1. g4 d5 2. Bg2 c6 3. g5"
"A00 Grob, Fritz gambit1. g4 d5 2. Bg2 Bxg4 3. c4"
"A00 Grob, Romford counter-gambit1. g4 d5 2. Bg2 Bxg4 3. c4 d4"
"A00 Clemenz (Mead's, Basman's or de Klerk's) opening1. h3"
A00 Global opening1. h3 e5 2. a3
A00 Amar (Paris) opening1. Nh3
A00 Amar gambit1. Nh3 d5 2. g3 e5 3. f4 Bxh3 4. Bxh3 exf4
"A00 Dunst (Sleipner, Heinrichsen) opening1. Nc3"
"A00 Dunst (Sleipner,Heinrichsen) opening1. Nc3 e5"
A00 Battambang opening1. Nc3 e5 2. a3
A00 Novosibirsk opening1. Nc3 c5 2. d4 cxd4 3. Qxd4 Nc6 4. Qh4
A00 Anderssen's opening1. a3
A00 Ware (Meadow Hay) opening1. a4
A00 Crab opening1. a4 e5 2. h4
A00 Saragossa opening1. c3
A00 Mieses opening1. d3
A00 Mieses opening1. d3 e5
A00 Valencia opening1. d3 e5 2. Nd2
A00 Venezolana opening1. d3 c5 2. Nc3 Nc6 3. g3
A00 Van't Kruijs opening1. e3
A00 Amsterdam attack1. e3 e5 2. c4 d6 3. Nc3 Nc6 4. b3 Nf6
A00 Gedult's opening1. f3
A00 Hammerschlag (Fried fox/Pork chop opening)1. f3 e5 2. Kf2
A00 Anti-Borg (Desprez) opening1. h4
A00 Durkin's attack1. Na3
A01 Nimzovich-Larsen attack1. b3
"A01 Nimzovich-Larsen attack, modern variation1. b3 e5"
"A01 Nimzovich-Larsen attack, Indian variation1. b3 Nf6"
"A01 Nimzovich-Larsen attack, classical variation1. b3 d5"
"A01 Nimzovich-Larsen attack, English variation1. b3 c5"
"A01 Nimzovich-Larsen attack, Dutch variation1. b3 f5"
"A01 Nimzovich-Larsen attack, Polish variation1. b3 b5"
"A01 Nimzovich-Larsen attack, symmetrical variation1. b3 b6"
A02 Bird's opening1. f4
"A02 Bird, From gambit1. f4 e5"
"A02 Bird, From gambit, Lasker variation1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 g5"
"A02 Bird, From gambit, Lipke variation1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 Nh6 5. d4"
"A02 Bird's opening, Swiss gambit1. f4 f5 2. e4 fxe4 3. Nc3 Nf6 4. g4"
"A02 Bird, Hobbs gambit1. f4 g5"
A03 Bird's opening1. f4 d5
A03 Mujannah opening1. f4 d5 2. c4
"A03 Bird's opening, Williams gambit1. f4 d5 2. e4"
"A03 Bird's opening, Lasker variation1. f4 d5 2. Nf3 Nf6 3. e3 c5"
A04 Reti opening1. Nf3
A04 Reti v Dutch1. Nf3 f5
"A04 Reti, Pirc-Lisitsin gambit1. Nf3 f5 2. e4"
"A04 Reti, Lisitsin gambit deferred1. Nf3 f5 2. d3 Nf6 3. e4"
A04 Reti opening1. Nf3 d6
"A04 Reti, Wade defence1. Nf3 d6 2. e4 Bg4"
"A04 Reti, Herrstroem gambit1. Nf3 g5"
A05 Reti opening1. Nf3 Nf6
"A05 Reti, King's Indian attack, Spassky's variation1. Nf3 Nf6 2. g3 b5"
"A05 Reti, King's Indian attack1. Nf3 Nf6 2. g3 g6"
"A05 Reti, King's Indian attack, Reti-Smyslov variation1. Nf3 Nf6 2. g3 g6 3. b4"
A06 Reti opening1. Nf3 d5
"A07 Reti, King's Indian attack (Barcza system)1. Nf3 d5 2. g3"
"A08 Reti, King's Indian attack1. Nf3 d5 2. g3 c5 3. Bg2"
A09 Reti opening1. Nf3 d5 2. c4
A10 English opening1. c4
A10 English opening1. c4 g6
"A10 English, Adorjan defence1. c4 g6 2. e4 e5"
"A10 English, Jaenisch gambit1. c4 b5"
"A10 English, Anglo-Dutch defense1. c4 f5"
"A11 English, Caro-Kann defensive system1. c4 c6"
"A12 English, Caro-Kann defensive system1. c4 c6 2. Nf3 d5 3. b3"
"A12 English, Torre defensive system1. c4 c6 2. Nf3 d5 3. b3 Nf6 4. g3 Bg4"
"A12 English, London defensive system1. c4 c6 2. Nf3 d5 3. b3 Nf6 4. g3 Bf5"
"A12 English, Caro-Kann defensive system1. c4 c6 2. Nf3 d5 3. b3 Nf6 4. Bb2"
"A12 English, Bled variation1. c4 c6 2. Nf3 d5 3. b3 Nf6 4. Bb2 g6"
"A12 English, New York (London) defensive system1. c4 c6 2. Nf3 d5 3. b3 Nf6 4. Bb2 Bf5"
"A12 English, Capablanca's variation1. c4 c6 2. Nf3 d5 3. b3 Nf6 4. Bb2 Bg4"
